punt_global,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_educacionmadre,fami_educacionpadre,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,cole_naturaleza,cole_area_ubicacion,desempeno_global
283,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
381,M,Estrato 5,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
352,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
293,M,Estrato 1,Si,Ninguno,Ninguno,RETIRO,5607,NO OFICIAL,RURAL,Medio
378,M,Estrato 3,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
169,F,Sin Estrato,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
246,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
367,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
345,M,Estrato 5,Si,No sabe,No sabe,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
311,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
385,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
280,M,Estrato 1,Si,Primaria completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
316,M,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,RETIRO,5607,NO OFICIAL,RURAL,Medio
386,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
378,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
298,M,Sin Estrato,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
341,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
324,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
345,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
302,M,Estrato 6,Si,No sabe,No sabe,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
182,F,Estrato 1,Si,Primaria completa,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
362,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
397,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
209,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Educación profesional completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
375,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
181,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
300,M,Estrato 5,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,SABANETA,5631,NO OFICIAL,URBANA,Medio
205,M,Estrato 4,Si,Primaria incompleta,Primaria completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
296,M,Estrato 2,Si,Técnica o tecnológica completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
242,M,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
237,F,Estrato 5,Si,Educación profesional incompleta,Educación profesional incompleta,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
362,M,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
171,M,Estrato 3,Si,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,TURBO,5837,NO OFICIAL,URBANA,Bajo
386,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
270,F,Estrato 6,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
337,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
220,M,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Bajo
355,M,Estrato 5,Si,No sabe,No sabe,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
192,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,TURBO,5837,NO OFICIAL,URBANA,Bajo
367,F,Estrato 6,Si,Postgrado,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
276,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
325,F,Estrato 5,Si,Educación profesional incompleta,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
148,M,Estrato 2,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
339,F,Estrato 5,Si,Educación profesional completa,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
310,F,Estrato 6,Si,Postgrado,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
240,F,Estrato 2,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
202,F,Estrato 1,Si,Primaria completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
304,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
163,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
204,F,Estrato 1,No,Primaria incompleta,Ninguno,TURBO,5837,NO OFICIAL,URBANA,Bajo
282,M,Estrato 3,Si,No sabe,No sabe,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
323,F,Estrato 6,Si,Postgrado,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
220,M,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,EL SANTUARIO,5697,NO OFICIAL,URBANA,Bajo
333,M,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
328,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
295,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
175,M,Estrato 4,Si,Primaria completa,Educación profesional completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
349,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
338,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
165,F,Estrato 1,No,Primaria incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
337,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
315,M,Estrato 6,Si,Secundaria (Bachillerato) completa,Primaria completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
293,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
343,F,Estrato 6,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
357,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Alto
248,F,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
245,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
208,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
380,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
375,F,Estrato 5,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
273,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
379,M,Estrato 5,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
189,F,Estrato 1,No,Primaria incompleta,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
287,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
176,F,Estrato 3,No,Primaria incompleta,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
227,M,Estrato 3,Si,No sabe,Educación profesional completa,TURBO,5837,NO OFICIAL,URBANA,Medio
321,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
260,M,Estrato 2,Si,Técnica o tecnológica incompleta,No sabe,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
375,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
267,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
389,M,Estrato 6,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
348,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
268,M,Estrato 3,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Medio
230,F,Estrato 3,Si,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
343,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
297,M,Estrato 3,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
267,M,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
346,M,Estrato 5,Si,Educación profesional completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
276,F,Estrato 6,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
243,M,Estrato 3,Si,Técnica o tecnológica incompleta,Primaria incompleta,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
267,F,Estrato 6,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
272,F,Estrato 1,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
222,F,Estrato 5,Si,Secundaria (Bachillerato) completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
353,F,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
336,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
302,F,Estrato 2,Si,Educación profesional completa,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
341,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
156,M,Estrato 2,No,Educación profesional incompleta,Secundaria (Bachillerato) completa,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
378,F,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
297,M,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
232,M,Estrato 3,Si,Primaria incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
223,F,Estrato 2,Si,Técnica o tecnológica completa,No sabe,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
362,F,Estrato 3,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
356,M,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) incompleta,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
389,M,Estrato 5,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
405,M,Estrato 6,Si,Postgrado,Secundaria (Bachillerato) incompleta,SABANETA,5631,NO OFICIAL,URBANA,Alto
362,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
423,F,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
377,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
290,M,Estrato 1,Si,Técnica o tecnológica incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
177,F,Estrato 3,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,GIRARDOTA,5308,NO OFICIAL,URBANA,Bajo
317,F,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
247,F,Estrato 6,Si,Educación profesional completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
358,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
337,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
350,M,Estrato 6,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
318,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
179,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
366,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
336,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
204,F,Sin Estrato,Si,Primaria incompleta,Primaria completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
230,F,Estrato 1,No,Técnica o tecnológica completa,Técnica o tecnológica completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
296,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
267,F,Estrato 3,Si,Educación profesional completa,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
361,F,Estrato 6,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
165,F,Estrato 1,No,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
189,F,Estrato 3,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
332,M,Estrato 4,Si,Educación profesional completa,Secundaria (Bachillerato) completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
317,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
292,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
360,M,Estrato 4,Si,Educación profesional completa,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
293,F,Estrato 5,Si,Postgrado,Educación profesional incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
161,M,Estrato 3,Si,Técnica o tecnológica completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
353,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
213,F,Estrato 3,Si,Educación profesional completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
276,M,Estrato 6,Si,Educación profesional completa,Educación profesional incompleta,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
213,M,Estrato 4,Si,No Aplica,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
222,F,Estrato 2,Si,Primaria completa,Educación profesional completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
383,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
293,F,Estrato 6,Si,Educación profesional completa,Educación profesional incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
362,F,Estrato 6,Si,Educación profesional incompleta,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
344,F,Estrato 6,Si,Postgrado,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
177,F,Estrato 2,Si,Primaria completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
330,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
381,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
371,F,Estrato 6,Si,No sabe,No sabe,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
147,M,Estrato 3,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
315,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
379,M,Estrato 3,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
234,M,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
347,M,Estrato 6,Si,Postgrado,Técnica o tecnológica completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
281,F,Estrato 5,Si,Educación profesional completa,Secundaria (Bachillerato) completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
250,M,Sin Estrato,Si,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,SABANETA,5631,NO OFICIAL,URBANA,Medio
229,F,Estrato 1,No,Primaria incompleta,No sabe,FREDONIA,5282,OFICIAL,URBANA,Medio
333,F,Estrato 6,Si,Educación profesional incompleta,Educación profesional incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
318,F,Estrato 6,Si,Postgrado,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
364,M,Estrato 4,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
258,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,TURBO,5837,NO OFICIAL,URBANA,Medio
182,F,Estrato 1,Si,Primaria incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,OFICIAL,URBANA,Bajo
347,M,Estrato 4,Si,Técnica o tecnológica completa,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
348,M,Estrato 4,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
258,F,Estrato 6,Si,Secundaria (Bachillerato) completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Medio
322,F,Estrato 4,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
291,M,Estrato 4,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
323,F,Estrato 4,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
337,M,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
333,F,Estrato 6,Si,Postgrado,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
302,F,Estrato 6,Si,Postgrado,Postgrado,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
160,F,Estrato 1,Si,Secundaria (Bachillerato) incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
220,F,Estrato 4,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
198,F,Estrato 6,Si,Técnica o tecnológica completa,Educación profesional completa,MEDELLÍN,5001,NO OFICIAL,RURAL,Bajo
387,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
292,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
213,M,Estrato 1,Si,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
288,F,Estrato 6,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,RIONEGRO,5615,NO OFICIAL,RURAL,Medio
190,M,Estrato 1,Si,Técnica o tecnológica completa,Ninguno,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
334,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
226,F,Estrato 3,Si,Primaria completa,No Aplica,LA CEJA,5376,NO OFICIAL,URBANA,Medio
193,F,Estrato 1,No,Primaria incompleta,No Aplica,SAN CARLOS,5649,OFICIAL,RURAL,Bajo
167,F,Sin Estrato,Si,Secundaria (Bachillerato) completa,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
205,F,Estrato 1,Si,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
250,F,Estrato 4,Si,Educación profesional incompleta,Educación profesional completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Medio
171,F,Estrato 1,Si,Primaria incompleta,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
201,F,Estrato 4,No,Educación profesional completa,Técnica o tecnológica completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
184,M,Estrato 2,Si,Educación profesional incompleta,No sabe,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
381,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
210,M,Estrato 3,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Bajo
243,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
202,M,Estrato 3,No,Ninguno,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
420,F,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
197,F,Estrato 1,Si,Técnica o tecnológica incompleta,Técnica o tecnológica completa,SEGOVIA,5736,NO OFICIAL,URBANA,Bajo
179,F,Estrato 1,No,Primaria incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
336,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
186,F,Sin Estrato,Si,Secundaria (Bachillerato) incompleta,Ninguno,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
281,F,Estrato 2,Si,Técnica o tecnológica incompleta,Educación profesional completa,ITAGÜÍ,5360,NO OFICIAL,RURAL,Medio
322,M,Estrato 5,Si,Postgrado,Postgrado,SABANETA,5631,NO OFICIAL,URBANA,Alto
202,M,Estrato 3,Si,Primaria completa,Secundaria (Bachillerato) completa,LA CEJA,5376,NO OFICIAL,URBANA,Bajo
294,M,Estrato 6,Si,Educación profesional incompleta,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
259,M,Estrato 6,Si,Secundaria (Bachillerato) incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
400,M,Estrato 5,Si,Educación profesional incompleta,Secundaria (Bachillerato) completa,SABANETA,5631,NO OFICIAL,URBANA,Alto
375,M,Estrato 5,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
212,F,Estrato 1,No,Secundaria (Bachillerato) incompleta,Primaria incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
337,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
160,M,Estrato 2,Si,No sabe,Secundaria (Bachillerato) incompleta,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
303,F,Estrato 4,Si,Educación profesional completa,Educación profesional incompleta,RIONEGRO,5615,NO OFICIAL,RURAL,Medio
278,M,Estrato 2,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,SEGOVIA,5736,NO OFICIAL,URBANA,Medio
308,F,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,URBANA,Medio
307,M,Estrato 6,Si,Educación profesional completa,Educación profesional completa,ENVIGADO,5266,NO OFICIAL,RURAL,Medio
379,M,Estrato 6,Si,Postgrado,Postgrado,ENVIGADO,5266,NO OFICIAL,RURAL,Alto
342,M,Estrato 3,Si,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
212,M,Estrato 1,Si,Secundaria (Bachillerato) incompleta,No Aplica,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
221,F,Estrato 1,No,Primaria completa,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
304,F,Estrato 2,Si,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Medio
194,F,Estrato 2,Si,Primaria completa,Primaria completa,MEDELLÍN,5001,NO OFICIAL,URBANA,Bajo
271,M,Estrato 2,Si,Secundaria (Bachillerato) incompleta,Ninguno,LA CEJA,5376,NO OFICIAL,URBANA,Medio
336,M,Estrato 4,Si,Técnica o tecnológica completa,Técnica o tecnológica completa,LA ESTRELLA,5380,NO OFICIAL,RURAL,Alto
326,M,Estrato 6,Si,Educación profesional completa,Postgrado,ENVIGADO,5266,NO OFICIAL,URBANA,Alto
305,F,Estrato 5,Si,Educación profesional completa,Educación profesional completa,RETIRO,5607,NO OFICIAL,RURAL,Medio
327,F,Estrato 6,Si,Educación profesional completa,Postgrado,MEDELLÍN,5001,NO OFICIAL,RURAL,Alto
387,F,Estrato 6,Si,Postgrado,Postgrado,MEDELLÍN,5001,NO OFICIAL,URBANA,Alto
